,dt,weekday,year,id_driver,id_carrier_number,dim_carrier_type,dim_carrier_company_name,home_base_city,home_base_state,carrier_trucks,num_trucks,interested_in_drayage,port_qualified,signup_source,ts_signup,ts_first_approved,days_signup_to_approval,driver_with_twic,dim_preferred_lanes,first_load_date,load_day,loads,marketplace_loads_otr,marketplace_loads_atlas,marketplace_loads,brokerage_loads_otr,brokerage_loads_atlas,brokerage_loads
84219,2018-03-21,Wednesday,2018,7723,C0090384,Fleet,iDC Drayage,Lynwood,CA,"[""dryvan"", ""poweronly""]",24.0,yes,no,Other,2016-12-30 23:03:31+00:00,,,no,,2017-08-11,2018-03-21,5,0,0,0,24,0,24
84220,2020-12-05,Saturday,2020,35548,U0122027,Owner Operator,Bell esmeralda trucking,Bell,CA,"[""poweronly""]",1.0,yes,yes,Mobile,2020-08-05 03:48:19+00:00,2020-08-11 16:26:02+00:00,6.0,yes,,2020-08-20,2020-12-05,4,0,301,301,0,31,31
84221,2020-07-02,Thursday,2020,33054,C0095478,Fleet,757 TRANSPORT INC,Lynwood,CA,"[""poweronly""]",10.0,yes,yes,Other,2019-05-28 22:33:23+00:00,2019-05-28 22:34:41+00:00,0.0,yes,,2020-02-12,2020-07-02,5,2,505,507,3,57,60
84222,2019-10-18,Friday,2019,28458,C0096246,Fleet,"BLACK & WHITE TRANSPORT, INC.",San Diego,CA,"[""dryvan"", ""poweronly""]",13.0,yes,no,Other,2019-08-21 14:48:05+00:00,2019-08-21 14:48:22+00:00,0.0,no,,2019-09-19,2019-10-18,1,5,0,5,6,0,6
84223,2018-03-15,Thursday,2018,10440,C0091179,Fleet,arcomex,Dinuba,CA,"[""dryvan""]",11.0,yes,no,Other,2017-11-22 19:05:07+00:00,,,no,,2018-03-15,2018-03-15,1,2,0,2,0,0,0
84224,2020-12-18,Friday,2020,35994,U0122398,Owner Operator,J&J Rivera Transport llc,Long Beach,CA,"[""poweronly""]",1.0,yes,yes,Mobile,2020-09-09 18:10:02+00:00,2020-11-12 19:59:07+00:00,64.0,yes,,2020-11-17,2020-12-18,3,0,225,225,0,2,2
84225,2020-08-07,Friday,2020,16299,U0104273,Owner Operator,BRJS TRANSPORT,Paramount,CA,"[""poweronly""]",1.0,yes,yes,Other,2018-11-18 21:11:12+00:00,2019-12-04 21:48:16+00:00,381.0,yes,,2020-01-06,2020-08-07,8,5,1068,1073,0,35,35
84226,2021-01-27,Wednesday,2021,37489,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2021-01-06,2021-01-27,2,0,0,0,0,0,0
84227,2019-10-22,Tuesday,2019,15258,U0103377,Owner Operator,R.I.D Transportation,Moreno Valley,CA,"[""boxtruck""]",1.0,not specified,no,Other,2018-10-17 22:26:51+00:00,2019-06-11 18:57:36+00:00,236.0,no,,2018-10-30,2019-10-22,4,15,7,22,521,0,521
84228,2019-01-08,Tuesday,2019,13560,C0092813,Fleet,Campos Trucking inc,Compton,CA,"[""poweronly""]",4.0,yes,yes,Other,2018-08-17 20:11:01+00:00,2019-03-25 17:54:43+00:00,219.0,no,,2018-08-20,2019-01-08,1,18,0,18,91,0,91
84229,2018-11-26,Monday,2018,16182,C0090768,Fleet,Luna's Transportation group,Baldwin Park,CA,"[""dryvan""]",11.0,yes,no,Other,2017-08-02 20:37:49+00:00,2019-06-18 22:28:11+00:00,685.0,no,,2018-11-15,2018-11-26,1,18,0,18,1,0,1
84230,2019-10-03,Thursday,2019,25816,U0113310,Owner Operator,Kms trucking,Bloomington,CA,"[""poweronly""]",1.0,not specified,no,Mobile,2019-07-17 07:30:49+00:00,2019-07-23 14:21:25+00:00,6.0,no,,2019-07-23,2019-10-03,1,9,9,18,4,0,4
84231,2020-07-10,Friday,2020,14198,C0093009,Fleet,cbt trucking,Rowland Heights,CA,"[""dryvan""]",17.0,yes,no,Other,2018-09-10 20:53:37+00:00,2019-06-05 17:46:33+00:00,267.0,no,,2018-08-31,2020-07-10,1,74,2,76,115,3,118
84232,2016-05-06,Friday,2016,693,C0090067,Fleet,R&Y Castellanos Trucking Inc.,Fontana,CA,"[""dryvan"", ""reefer""]",15.0,not specified,no,Other,2016-03-01 17:33:22+00:00,2018-12-19 21:21:27+00:00,1023.0,no,,2016-04-04,2016-05-06,1,0,0,0,13,0,13
84233,2018-11-09,Friday,2018,7064,C0090412,Fleet,Carlos Flores,Los Angeles,CA,"[""dryvan""]",20.0,not specified,no,Other,2017-01-11 18:17:00+00:00,2019-06-28 19:55:04+00:00,898.0,no,,2017-07-20,2018-11-09,1,151,0,151,354,0,354
84234,2020-05-07,Thursday,2020,17934,C0093895,Fleet,EJG TRUCKING,Los Angeles,CA,"[""dryvan"", ""boxtruck""]",11.0,yes,no,Other,2018-12-21 20:37:29+00:00,2018-12-21 20:44:26+00:00,0.0,no,,2019-01-16,2020-05-07,1,73,0,73,18,0,18
84235,2018-03-09,Friday,2018,39,U0000055,Owner Operator,Jose A Martinez,commerce,CA,"[""dryvan""]",1.0,not specified,no,Other,2015-10-22 14:08:03+00:00,,,no,,2017-05-02,2018-03-09,1,60,0,60,22,0,22
84236,2019-12-24,Tuesday,2019,10740,U0099576,Owner Operator,JLA transport,Downey,CA,"[""poweronly""]",1.0,not specified,no,Other,2018-03-30 04:55:43+00:00,2020-04-01 14:24:18+00:00,733.0,no,,2018-04-23,2019-12-24,3,902,98,1000,144,2,146
84237,2019-07-29,Monday,2019,15857,C0093467,Fleet,AA Logistics Group Inc,Los Angeles,CA,"[""dryvan""]",2.0,not specified,no,Other,2018-11-01 15:34:39+00:00,2019-07-05 20:41:13+00:00,246.0,no,,2018-11-05,2019-07-29,2,14,0,14,168,0,168
84238,2019-05-13,Monday,2019,22068,U0109725,Owner Operator,ESCOBAR EXPRESS,Lynwood,CA,"[""boxtruck""]",1.0,yes,no,Other,2019-04-26 15:57:16+00:00,2019-04-26 15:59:15+00:00,0.0,no,,2019-04-26,2019-05-13,2,14,0,14,148,0,148
84239,2019-07-22,Monday,2019,25376,C0095812,Fleet,Pavo trucking llc,Rialto,CA,"[""dryvan"", ""poweronly""]",6.0,yes,no,Other,2019-07-08 15:59:20+00:00,2019-07-08 16:00:02+00:00,0.0,no,,2019-07-04,2019-07-22,1,26,0,26,0,0,0
84240,2020-02-13,Thursday,2020,33064,U0120091,Owner Operator,Taak'in Transporter,Norwalk,CA,"[""poweronly""]",1.0,yes,yes,Other,2020-02-05 06:47:24+00:00,2020-02-07 19:50:57+00:00,2.0,yes,,2020-02-11,2020-02-13,5,0,355,355,0,15,15
84241,2020-08-10,Monday,2020,35563,C0098076,Fleet,GOODMAN LOGISTICS INC,Santa Clarita,CA,"[""dryvan""]",1.0,yes,no,Other,2020-08-06 16:15:09+00:00,2020-08-06 16:15:19+00:00,0.0,no,,2020-08-10,2020-08-10,1,0,0,0,1,0,1
84242,2020-07-14,Tuesday,2020,14998,U0103155,Owner Operator,Lucky99,Fontana,CA,"[""dryvan""]",1.0,not specified,no,Other,2018-10-08 19:37:38+00:00,2019-08-28 20:33:18+00:00,324.0,no,,2018-10-17,2020-07-14,1,19,18,37,24,8,32
84243,2019-11-22,Friday,2019,27330,C0096246,Fleet,"BLACK & WHITE TRANSPORT, INC.",San Diego,CA,"[""dryvan"", ""poweronly""]",13.0,yes,no,Other,2019-08-21 14:48:05+00:00,2019-08-21 14:48:22+00:00,0.0,no,,2019-08-26,2019-11-22,1,5,0,5,4,0,4
84244,2018-09-27,Thursday,2018,4524,C0090405,Fleet,Daylight Transport,Long Beach,CA,"[""dryvan""]",6.0,not specified,no,Other,2017-01-10 18:27:52+00:00,,,no,,2017-01-20,2018-09-27,1,0,0,0,2671,0,2671
84245,2018-08-20,Monday,2018,12638,C0092521,Fleet,Pearl Freight Services,Los Angeles,CA,"[""dryvan""]",2.0,not specified,no,Other,2018-07-06 00:33:54+00:00,2019-07-11 17:26:11+00:00,370.0,no,,2018-07-09,2018-08-20,1,1,0,1,11,0,11
84246,2017-08-24,Thursday,2017,405,C0090004,Fleet,IDC OTR,City of industry,CA,"[""dryvan"", ""reefer""]",17.0,not specified,no,Other,2016-01-07 18:49:14+00:00,,,no,,2016-02-02,2017-08-24,3,0,0,0,648,0,648
84247,2019-09-09,Monday,2019,19708,U0107444,Owner Operator,CHUMATO TRANSPORTATION,Montebello,CA,"[""poweronly""]",1.0,not specified,no,Other,2019-02-22 00:57:16+00:00,2019-02-22 00:59:09+00:00,0.0,no,,2019-02-22,2019-09-09,2,301,60,361,236,3,239
84248,2020-02-16,Sunday,2020,15411,U0103520,Owner Operator,HLR TRANSPORT INC,Lynwood,CA,"[""dryvan""]",1.0,not specified,no,Other,2018-10-21 21:42:51+00:00,2019-09-16 15:01:27+00:00,329.0,no,,2018-10-28,2020-02-16,1,55,0,55,1,0,1
84249,2020-05-31,Sunday,2020,31151,C0097078,Fleet,"PNA Trucking inc,",Los Angeles,CA,"[""dryvan""]",8.0,not specified,no,Other,2019-11-22 00:19:06+00:00,2019-11-22 00:19:28+00:00,0.0,no,,2019-12-01,2020-05-31,1,15,4,19,27,4,31
84250,2020-10-27,Tuesday,2020,27432,U0115007,Owner Operator,GRADE A TRANSPORT LLC,Perris,CA,"[""poweronly""]",1.0,yes,yes,Other,2019-08-22 22:16:22+00:00,2019-08-22 22:21:59+00:00,0.0,yes,,2020-07-09,2020-10-27,1,0,183,183,0,14,14
84251,2020-07-09,Thursday,2020,17684,C0093547,Fleet,USA Diamonds Trucking,Maywood,CA,"[""poweronly""]",38.0,yes,no,Other,2018-11-12 20:33:34+00:00,2019-03-01 16:49:14+00:00,108.0,no,California (Southern)->California (Northern)|California (Southern)->Arizona|California (Southern)->Nevada (Northern)|California (Southern)->Nevada (Southern),2019-01-06,2020-07-09,1,132,8,140,31,0,31
84252,2016-06-20,Monday,2016,1026,C0090192,Fleet,Janus Transportation Group LLC,Downey,CA,"[""dryvan""]",6.0,not specified,no,Other,2016-06-06 19:23:00+00:00,2019-08-05 18:52:56+00:00,1154.0,no,,2016-06-10,2016-06-20,1,0,0,0,39,0,39
84253,2020-11-11,Wednesday,2020,22091,C0093828,Fleet,CR TRANSPORTATION,San Bernardino,CA,"[""dryvan""]",10.0,yes,no,Other,2018-12-13 19:49:00+00:00,2018-12-13 19:49:29+00:00,0.0,no,,2019-04-29,2020-11-11,1,7,0,7,96,0,96
84254,2020-10-22,Thursday,2020,36383,C0098194,Fleet,CD Moving and Transportation,West Hollywood,CA,"[""poweronly""]",5.0,yes,yes,Other,2020-09-17 22:21:35+00:00,2020-09-17 22:27:15+00:00,0.0,no,,2020-10-13,2020-10-22,1,2,122,124,6,2,8
84255,2019-08-02,Friday,2019,23448,C0095249,Fleet,A & B Transportation Inc.,San Diego,CA,"[""dryvan"", ""poweronly""]",8.0,yes,no,Other,2019-05-10 22:47:00+00:00,2019-05-10 22:52:06+00:00,0.0,no,,2019-05-24,2019-08-02,1,55,0,55,1,0,1
84256,2020-09-28,Monday,2020,26690,U0114256,Owner Operator,Luis alberto penA,Los Angeles,CA,"[""poweronly""]",1.0,yes,yes,Mobile,2019-08-06 01:28:35+00:00,2019-08-22 23:37:56+00:00,16.0,yes,,2020-07-15,2020-09-28,4,0,394,394,0,46,46
84257,2019-02-06,Wednesday,2019,10223,C0091672,Fleet,A&I Transport,Downey,CA,"[""dryvan""]",9.0,yes,no,Other,2018-02-28 19:26:19+00:00,,,no,,2018-03-05,2019-02-06,2,62,0,62,80,0,80
84258,2017-11-29,Wednesday,2017,7062,U0096421,Owner Operator,Milks Transport,Victorville,CA,"[""dryvan""]",1.0,not specified,no,Other,2017-07-12 16:58:26+00:00,2020-07-08 00:46:16+00:00,1091.0,no,,2017-08-10,2017-11-29,1,10,0,10,36,0,36
84259,2021-01-18,Monday,2021,34498,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2020-05-14,2021-01-18,2,0,0,0,0,0,0
84260,2019-08-31,Saturday,2019,14586,C0090412,Fleet,Carlos Flores,Los Angeles,CA,"[""dryvan""]",20.0,not specified,no,Other,2017-01-11 18:17:00+00:00,2019-06-28 19:55:04+00:00,898.0,no,,2018-09-24,2019-08-31,1,6,0,6,706,0,706
84261,2018-07-25,Wednesday,2018,9312,C0090412,Fleet,Carlos Flores,Los Angeles,CA,"[""dryvan""]",20.0,not specified,no,Other,2017-01-11 18:17:00+00:00,2019-06-28 19:55:04+00:00,898.0,no,,2018-01-20,2018-07-25,1,70,0,70,242,0,242
84262,2018-08-08,Wednesday,2018,615,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-04-04,2018-08-08,1,0,0,0,129,0,129
84263,2020-09-09,Wednesday,2020,35299,U0121824,Owner Operator,JZTRANSPORTLLC,Los Angeles,CA,"[""poweronly""]",1.0,yes,yes,Other,2020-07-12 23:01:12+00:00,2020-07-13 23:33:36+00:00,1.0,yes,,2020-07-15,2020-09-09,1,9,50,59,5,3,8
84264,2018-01-08,Monday,2018,4541,C0090412,Fleet,Carlos Flores,Los Angeles,CA,"[""dryvan""]",20.0,not specified,no,Other,2017-01-11 18:17:00+00:00,2019-06-28 19:55:04+00:00,898.0,no,,2017-01-16,2018-01-08,4,7,0,7,842,0,842
84265,2019-10-02,Wednesday,2019,28974,C0096537,Fleet,ARELLANOS TRUCKING,Anaheim,CA,"[""poweronly""]",4.0,yes,no,Other,2019-09-25 16:45:43+00:00,2019-09-25 16:48:24+00:00,0.0,yes,,2019-10-02,2019-10-02,1,13,28,41,19,1,20
84266,2021-01-07,Thursday,2021,4516,C0090399,Fleet,ABF FREIGHT,Fort Smith,AR,"[""dryvan""]",2.0,not specified,no,Other,2017-01-10 17:54:42+00:00,,,no,,2018-07-31,2021-01-07,3,0,0,0,1255,0,1255
84267,2017-01-11,Wednesday,2017,1162,C0090157,Fleet,Lipstick Transportation,Santa Fe Springs,CA,"[""dryvan""]",6.0,not specified,no,Other,2016-04-30 00:29:58+00:00,2019-06-17 21:58:51+00:00,1143.0,no,,2016-06-28,2017-01-11,1,0,0,0,138,0,138
84268,2021-02-11,Thursday,2021,34576,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2020-05-20,2021-02-11,2,0,0,0,0,0,0
84269,2019-12-02,Monday,2019,20254,U0107946,Owner Operator,FLASH POINT TRANSPORT,Carson,CA,"[""poweronly""]",1.0,not specified,no,Other,2019-03-09 05:58:13+00:00,2019-11-21 01:26:11+00:00,256.0,yes,,2019-11-22,2019-12-02,2,10,6,16,26,0,26
84270,2020-07-24,Friday,2020,32208,C0097193,Fleet,Chaidez Trucking,Downey,CA,"[""poweronly""]",22.0,yes,yes,Other,2019-12-12 00:07:33+00:00,2019-12-12 00:07:54+00:00,0.0,yes,,2020-07-13,2020-07-24,4,0,169,169,0,6,6
84271,2019-01-21,Monday,2019,7376,U0096685,Owner Operator,Relentless Trucking,Jurupa Valley,CA,"[""poweronly""]",1.0,not specified,no,Other,2017-08-04 20:13:39+00:00,2018-12-13 20:33:16+00:00,496.0,no,,2018-02-16,2019-01-21,1,17,0,17,5,0,5
84272,2017-02-28,Tuesday,2017,5374,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2017-02-28,2017-02-28,1,0,0,0,41,0,41
84273,2018-10-04,Thursday,2018,14588,C0090412,Fleet,Carlos Flores,Los Angeles,CA,"[""dryvan""]",20.0,not specified,no,Other,2017-01-11 18:17:00+00:00,2019-06-28 19:55:04+00:00,898.0,no,,2018-09-24,2018-10-04,3,19,0,19,99,0,99
84274,2016-08-11,Thursday,2016,38,U0000054,Owner Operator,iDC Logistics,"Sierra Madre,",CA,"[""dryvan""]",1.0,not specified,no,Other,2015-10-21 22:51:26+00:00,,,no,,2015-10-19,2016-08-11,1,0,0,0,656,0,656
84275,2019-08-25,Sunday,2019,22194,U0109844,Owner Operator,LA Trucker Transport LLC,Compton,CA,"[""poweronly""]",1.0,not specified,yes,Other,2019-04-29 19:03:13+00:00,2019-04-30 23:11:16+00:00,1.0,yes,,2019-05-01,2019-08-25,1,257,826,1083,148,34,182
84276,2017-05-08,Monday,2017,5272,C0090004,Fleet,IDC OTR,City of industry,CA,"[""dryvan"", ""reefer""]",17.0,not specified,no,Other,2016-01-07 18:49:14+00:00,,,no,,2017-04-18,2017-05-08,1,28,0,28,13,0,13
84277,2018-12-13,Thursday,2018,11056,C0091212,Fleet,American Better Choice Corporation,Diamond Bar,CA,"[""dryvan"", ""poweronly""]",29.0,yes,no,Other,2017-12-05 21:03:35+00:00,2018-12-17 19:51:32+00:00,376.0,no,,2018-06-19,2018-12-13,1,1,0,1,74,0,74
84278,2018-10-17,Wednesday,2018,12148,C0092379,Fleet,Dong Fang Marketing Inc,Baldwin Park,CA,"[""dryvan""]",16.0,not specified,no,Other,2018-06-11 23:04:58+00:00,2019-10-22 18:35:55+00:00,497.0,no,,2018-06-28,2018-10-17,1,3,0,3,2,0,2
84279,2019-11-23,Saturday,2019,30746,U0118088,Owner Operator,ACOSTA TRANSPORT INC,Pomona,CA,"[""boxtruck""]",1.0,not specified,no,Other,2019-11-14 18:36:54+00:00,2019-11-14 18:40:46+00:00,0.0,no,,2019-11-19,2019-11-23,1,0,0,0,40,0,40
84280,2016-04-14,Thursday,2016,145,U0090183,Owner Operator,Freightquote,City of Industry,CA,"[""dryvan""]",1.0,not specified,no,Other,2015-11-30 05:55:14+00:00,,,no,,2015-03-08,2016-04-14,1,0,0,0,82,0,82
84281,2016-07-20,Wednesday,2016,627,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-05-19,2016-07-20,1,0,0,0,156,0,156
84282,2021-01-13,Wednesday,2021,23155,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,no,,2019-06-19,2021-01-13,1,3,0,3,11,0,11
84283,2018-11-30,Friday,2018,13906,U0102208,Owner Operator,Hernandez Family Trucking,Fresno,CA,"[""dryvan""]",1.0,not specified,no,Other,2018-08-30 15:11:27+00:00,2019-07-02 17:21:54+00:00,306.0,no,,2018-10-11,2018-11-30,1,3,0,3,99,0,99
84284,2021-01-07,Thursday,2021,37065,C0098554,Fleet,Hnr trucking llc 2,Carson,CA,"[""poweronly""]",2.0,yes,yes,Other,2020-12-02 18:10:09+00:00,2020-12-02 18:18:28+00:00,0.0,yes,,2020-12-03,2021-01-07,1,0,48,48,0,0,0
84285,2019-02-25,Monday,2019,9613,C0091445,Fleet,Ground Links,Los Angeles,CA,"[""dryvan""]",3.0,yes,no,Other,2018-01-25 20:50:36+00:00,2020-06-22 21:46:15+00:00,879.0,no,,2018-10-05,2019-02-25,1,24,0,24,1,0,1
84286,2020-08-11,Tuesday,2020,32222,U0119311,Owner Operator,Fortin transport inc,Long Beach,CA,"[""poweronly""]",1.0,not specified,yes,Mobile,2020-01-03 18:13:02+00:00,2020-06-11 14:59:24+00:00,159.0,yes,,2020-06-12,2020-08-11,2,5,661,666,0,81,81
84287,2020-09-17,Thursday,2020,6877,C0090616,Fleet,"Worldwide Express Operations, LLC",Los Angeles,CA,"[""dryvan""]",2.0,yes,no,Other,2017-06-26 19:30:05+00:00,2019-05-23 17:47:24+00:00,695.0,no,,2017-07-05,2020-09-17,1,0,0,0,257,0,257
84288,2017-08-24,Thursday,2017,7443,C0090768,Fleet,Luna's Transportation group,Baldwin Park,CA,"[""dryvan""]",11.0,yes,no,Other,2017-08-02 20:37:49+00:00,2019-06-18 22:28:11+00:00,685.0,no,,2017-08-14,2017-08-24,1,15,0,15,0,0,0
84289,2020-10-30,Friday,2020,36437,C0097727,Fleet,New opportunities inc ,Los Angeles,CA,"[""poweronly"", ""boxtruck""]",15.0,yes,yes,Mobile,2020-04-18 01:01:13+00:00,2020-05-06 22:09:23+00:00,18.0,no,,2020-10-14,2020-10-30,2,2,72,74,0,1,1
84290,2017-06-23,Friday,2017,1321,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-07-29,2017-06-23,1,0,0,0,74,0,74
84291,2018-04-20,Friday,2018,10187,C0091616,Fleet,Top gun transportation,Hesperia,CA,"[""dryvan""]",9.0,not specified,no,Other,2018-02-19 20:51:03+00:00,2019-07-01 16:36:59+00:00,496.0,no,,2018-03-05,2018-04-20,1,25,0,25,300,0,300
84292,2020-11-23,Monday,2020,36407,U0122754,Owner Operator,XU TRUCKING INC,Eastvale,CA,"[""poweronly""]",1.0,yes,yes,Other,2020-10-10 20:11:56+00:00,2020-10-10 20:16:25+00:00,0.0,yes,,2020-10-13,2020-11-23,5,0,1,1,0,238,238
84293,2017-08-23,Wednesday,2017,7594,C0090669,Fleet,C&H Brothers Trucking Inc.,Fontana,CA,"[""dryvan""]",3.0,not specified,no,Other,2017-07-10 21:26:01+00:00,2019-09-04 19:21:25+00:00,785.0,no,,2017-08-23,2017-08-23,1,0,0,0,1,0,1
84294,2020-07-15,Wednesday,2020,28254,U0115839,Owner Operator,Port 2 Port Transport LLC ,Long Beach,CA,"[""poweronly""]",1.0,yes,yes,Mobile,2019-09-13 09:46:46+00:00,2019-10-07 22:29:01+00:00,24.0,yes,,2020-07-15,2020-07-15,1,0,2,2,0,0,0
84295,2020-08-13,Thursday,2020,22260,C0095142,Fleet,I CAN TRUCKING INC.,Ontario,CA,"[""poweronly"", ""dryvan""]",6.0,yes,no,Other,2019-04-30 22:28:02+00:00,2019-04-30 22:30:49+00:00,0.0,no,,2019-05-07,2020-08-13,3,57,10,67,470,31,501
84296,2020-05-29,Friday,2020,27344,C0090880,Fleet,KLF transport inc,Stockton,CA,"[""dryvan""]",18.0,not specified,no,Other,2017-08-31 06:24:09+00:00,2019-05-24 21:56:09+00:00,631.0,no,,2019-08-24,2020-05-29,1,29,0,29,1,0,1
84297,2019-10-18,Friday,2019,24830,U0112351,Owner Operator,Alex Reed Transport Inc.,West Covina,CA,"[""boxtruck""]",1.0,not specified,no,Mobile,2019-06-23 21:41:32+00:00,2019-09-04 21:37:49+00:00,72.0,no,,2019-10-17,2019-10-18,1,0,0,0,90,0,90
84298,2019-07-15,Monday,2019,14230,U0102503,Owner Operator,QJ Trucking inc,Los Angeles,CA,"[""dryvan""]",1.0,not specified,no,Other,2018-09-11 23:14:29+00:00,2019-09-25 21:11:33+00:00,378.0,no,,2018-12-28,2019-07-15,1,3,0,3,74,0,74
84299,2020-08-08,Saturday,2020,22478,U0110113,Owner Operator,Nelsons Deliveries ,Los Angeles,CA,"[""boxtruck""]",1.0,not specified,no,Mobile,2019-05-06 01:04:10+00:00,2019-05-08 16:12:21+00:00,2.0,no,,2019-05-22,2020-08-08,2,2,0,2,845,0,845
84300,2018-03-07,Wednesday,2018,7066,C0090412,Fleet,Carlos Flores,Los Angeles,CA,"[""dryvan""]",20.0,not specified,no,Other,2017-01-11 18:17:00+00:00,2019-06-28 19:55:04+00:00,898.0,no,,2017-07-17,2018-03-07,1,134,0,134,186,0,186
84301,2018-04-13,Friday,2018,10803,C0091553,Fleet,C & A Dedicated Trucking Service,Los Angeles,CA,"[""dryvan""]",4.0,not specified,no,Other,2018-02-06 18:24:33+00:00,,,no,,2018-04-06,2018-04-13,1,117,0,117,2,0,2
84302,2019-12-25,Wednesday,2019,12198,C0092401,Fleet,Mar Vend Co Inc.,Carson,CA,"[""dryvan""]",4.0,yes,no,Other,2018-06-13 23:34:21+00:00,2019-08-16 20:08:52+00:00,428.0,no,California (Central)->Oregon (East)|California (Central)->Oregon (West)|California (Central)->Arizona|California (Central)->Washington,2018-08-09,2019-12-25,1,69,38,107,18,0,18
84303,2020-05-12,Tuesday,2020,32226,C0097276,Fleet,Da Yuan transportation,El Monte,CA,"[""poweronly""]",2.0,yes,yes,Other,2020-01-03 20:47:25+00:00,2020-01-03 20:52:28+00:00,0.0,yes,,2020-01-06,2020-05-12,7,0,145,145,0,13,13
84304,2021-01-13,Wednesday,2021,28489,U0116078,Owner Operator,ALTA EXPRESS LLC.,Long Beach,CA,"[""poweronly""]",1.0,yes,yes,Mobile,2019-09-19 04:41:34+00:00,2019-09-23 17:24:54+00:00,4.0,yes,,2020-01-07,2021-01-13,1,6,82,88,2,1,3
84305,2019-02-28,Thursday,2019,15559,U0103646,Owner Operator,Take Over ,Rialto,CA,"[""poweronly""]",1.0,yes,yes,Other,2018-10-26 01:21:23+00:00,2019-01-12 00:22:58+00:00,77.0,yes,,2018-12-05,2019-02-28,6,91,49,140,26,1,27
84306,2019-07-22,Monday,2019,3851,U0093691,Owner Operator,pappy's trucking,Los Angeles,CA,"[""dryvan""]",1.0,not specified,no,Other,2016-10-27 21:09:06+00:00,2019-07-01 15:22:08+00:00,976.0,no,,2017-06-27,2019-07-22,3,286,4,290,226,0,226
84307,2019-10-24,Thursday,2019,20479,U0108169,Owner Operator,Angons trucking,Whittier,CA,"[""poweronly""]",1.0,not specified,no,Other,2019-03-15 16:52:46+00:00,2019-03-26 20:00:38+00:00,11.0,no,,2019-04-21,2019-10-24,4,68,46,114,12,1,13
84308,2021-01-21,Thursday,2021,35201,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2021-01-05,2021-01-21,2,0,0,0,0,0,0
84309,2020-04-21,Tuesday,2020,27586,C0096273,Fleet,Sy transportation group,City of Industry,CA,"[""dryvan"", ""poweronly""]",6.0,not specified,no,Other,2019-08-23 23:34:48+00:00,2019-08-23 23:41:50+00:00,0.0,no,,2019-09-03,2020-04-21,1,6,0,6,141,31,172
84310,2019-10-02,Wednesday,2019,12897,C0092544,Fleet,meras trucking inc,Bell,CA,"[""dryvan"", ""poweronly""]",15.0,not specified,no,Other,2018-07-10 20:08:03+00:00,2019-03-07 23:11:26+00:00,240.0,no,California (Central)->Arizona|California (Southern)->Nevada (Northern)|California (Southern)->Nevada (Southern)|California (Southern)->Utah|California (Southern)->Texas (El Paso Region),2018-07-23,2019-10-02,1,28,0,28,102,0,102
84311,2019-12-29,Sunday,2019,30333,C0096938,Fleet,cwjj transportation,Hacienda Heights,CA,"[""dryvan""]",2.0,yes,yes,Other,2019-11-04 20:09:04+00:00,2019-11-04 20:09:20+00:00,0.0,yes,,2019-11-06,2019-12-29,2,66,28,94,10,19,29
84312,2020-07-07,Tuesday,2020,18868,U0106558,Owner Operator,EBF trucking inc,Carson,CA,"[""poweronly""]",1.0,not specified,no,Other,2019-01-29 19:56:42+00:00,2019-01-29 23:00:32+00:00,0.0,no,,2019-02-08,2020-07-07,1,476,0,476,33,0,33
